,Unnamed: 0,Game_ID,Home_ID,Away_ID,Attendance,Points_Home,Points_Away,Fouls_Home,Fouls_Away,Referee_1,Referee_2,Referee_3,Home_Team,Away_Team
525,525,21900523,1610612746,1610612763,19068.0,114,140,22,23,200833,202058,201639,Los Angeles Clippers,Memphis Grizzlies
526,526,21900525,1610612753,1610612762,16913.0,96,109,12,10,2002,1627541,1146,Orlando Magic,Utah Jazz
527,527,21900527,1610612739,1610612760,19432.0,106,121,26,16,1148,1628953,1193,Cleveland Cavaliers,Oklahoma City Thunder
528,528,21900531,1610612749,1610612759,18002.0,127,118,22,20,1627961,2529,200832,Milwaukee Bucks,San Antonio Spurs
529,529,21900526,1610612737,1610612754,16420.0,116,111,28,24,202056,1199,203591,Atlanta Hawks,Indiana Pacers
530,530,21900530,1610612742,1610612766,20327.0,120,123,25,22,1162,1627534,201246,Dallas Mavericks,Charlotte Hornets
531,531,21900533,1610612758,1610612740,16808.0,115,117,24,25,2715,202007,202035,Sacramento Kings,New Orleans Pelicans
532,532,21900528,1610612764,1610612743,16233.0,128,114,28,23,200834,2882,1628954,Washington Wizards,Denver Nuggets
533,533,21900538,1610612747,1610612765,18997.0,106,99,22,22,201639,1204,1662,Los Angeles Lakers,Detroit Pistons
534,534,21900537,1610612756,1610612763,14181.0,114,121,19,22,1626300,203593,2715,Phoenix Suns,Memphis Grizzlies
535,535,21900534,1610612746,1610612752,19068.0,135,132,27,26,202049,2530,1626301,Los Angeles Clippers,New York Knicks
536,536,21900536,1610612739,1610612750,16159.0,103,118,13,19,1628951,201245,1151,Cleveland Cavaliers,Minnesota Timberwolves
537,537,21900535,1610612748,1610612757,19846.0,122,111,17,15,1628481,1830,202026,Miami Heat,Portland Trail Blazers
538,538,21900541,1610612755,1610612760,20561.0,120,113,28,22,200832,2005,2004,Philadelphia 76ers,Oklahoma City Thunder
539,539,21900546,1610612759,1610612749,18354.0,126,104,16,15,201246,1155,101284,San Antonio Spurs,Milwaukee Bucks
540,540,21900540,1610612753,1610612751,15008.0,101,89,19,19,1198,1148,1627524,Orlando Magic,Brooklyn Nets
541,541,21900543,1610612737,1610612743,15286.0,115,123,22,23,1146,203592,1627962,Atlanta Hawks,Denver Nuggets
542,542,21900545,1610612742,1610612741,20238.0,118,110,12,21,202007,1628172,1199,Dallas Mavericks,Chicago Bulls
543,543,21900547,1610612758,1610612744,15819.0,111,98,23,18,202058,1626301,200833,Sacramento Kings,Golden State Warriors
544,544,21900539,1610612766,1610612754,13009.0,104,115,14,23,1193,1628481,2882,Charlotte Hornets,Indiana Pacers
545,545,21900542,1610612764,1610612738,17963.0,99,94,22,20,101283,1627963,201638,Washington Wizards,Boston Celtics
546,546,21900544,1610612740,1610612762,14138.0,126,128,20,25,201640,203591,202901,New Orleans Pelicans,Utah Jazz
547,547,21900553,1610612747,1610612752,18997.0,117,87,19,20,202035,2148,2715,Los Angeles Lakers,New York Knicks
548,548,21900552,1610612756,1610612758,14134.0,103,114,25,22,1627529,201639,202027,Phoenix Suns,Sacramento Kings
549,549,21900550,1610612751,1610612760,15677.0,103,111,25,15,202037,201245,1162,Brooklyn Nets,Oklahoma City Thunder
550,550,21900548,1610612739,1610612765,17274.0,113,115,19,15,204058,101283,1627541,Cleveland Cavaliers,Detroit Pistons
551,551,21900549,1610612761,1610612757,19800.0,99,101,21,15,1151,1628953,202053,Toronto Raptors,Portland Trail Blazers
552,552,21900551,1610612763,1610612750,14117.0,119,112,18,23,101284,1627519,201638,Memphis Grizzlies,Minnesota Timberwolves
553,553,21900562,1610612744,1610612749,18064.0,98,107,30,19,2002,1174,1204,Golden State Warriors,Milwaukee Bucks
554,554,21900554,1610612738,1610612759,19156.0,114,129,20,25,1179,1628172,204059,Boston Celtics,San Antonio Spurs
555,555,21900557,1610612753,1610612764,16013.0,123,89,21,22,203591,1193,202041,Orlando Magic,Washington Wizards
556,556,21900561,1610612762,1610612752,18306.0,128,104,15,17,2003,1627961,200833,Utah Jazz,New York Knicks
557,557,21900556,1610612754,1610612748,17040.0,108,122,18,22,201245,1188,2534,Indiana Pacers,Miami Heat
558,558,21900558,1610612737,1610612745,16514.0,115,122,29,21,1626300,200834,202049,Atlanta Hawks,Houston Rockets
559,559,21900559,1610612742,1610612743,20314.0,106,107,18,22,2004,2005,1830,Dallas Mavericks,Denver Nuggets
560,560,21900555,1610612766,1610612761,13965.0,110,112,21,23,2714,1627519,1662,Charlotte Hornets,Toronto Raptors
561,561,21900560,1610612740,1610612741,15324.0,123,108,16,23,1148,201246,202056,New Orleans Pelicans,Chicago Bulls
562,562,21900564,1610612755,1610612738,20822.0,109,98,11,16,1155,1151,201640,Philadelphia 76ers,Boston Celtics
563,563,21900563,1610612765,1610612739,13445.0,112,115,25,18,202058,1627964,1198,Detroit Pistons,Cleveland Cavaliers
564,564,21900565,1610612750,1610612757,13720.0,116,102,28,21,1627962,202049,204058,Minnesota Timberwolves,Portland Trail Blazers
565,565,21900566,1610612760,1610612745,18203.0,113,92,13,21,201246,1830,203593,Oklahoma City Thunder,Houston Rockets
566,566,21900570,1610612741,1610612754,20229.0,105,116,15,16,203177,1179,2004,Chicago Bulls,Indiana Pacers
567,567,21900569,1610612752,1610612740,18003.0,111,123,16,16,1626300,101284,202026,New York Knicks,New Orleans Pelicans
568,568,21900573,1610612756,1610612753,14562.0,98,94,21,23,2002,1174,1628953,Phoenix Suns,Orlando Magic
569,569,21900568,1610612751,1610612748,16011.0,117,113,15,20,1155,200834,202041,Brooklyn Nets,Miami Heat
570,570,21900576,1610612746,1610612744,19068.0,109,100,24,22,201638,2003,203592,Los Angeles Clippers,Golden State Warriors
571,571,21900574,1610612762,1610612766,18306.0,109,92,20,16,1627963,202007,2534,Utah Jazz,Charlotte Hornets
572,572,21900572,1610612742,1610612747,20542.0,114,129,20,27,101283,2714,1627961,Dallas Mavericks,Los Angeles Lakers
573,573,21900575,1610612758,1610612749,17583.0,106,127,24,12,1628951,1146,200832,Sacramento Kings,Milwaukee Bucks
574,574,21900567,1610612764,1610612737,16360.0,111,101,22,26,201639,202037,1627964,Washington Wizards,Atlanta Hawks
575,575,21900571,1610612763,1610612759,16448.0,134,121,20,17,200833,1626302,202027,Memphis Grizzlies,San Antonio Spurs
576,576,21900578,1610612738,1610612740,19156.0,140,105,23,19,1162,1628481,1662,Boston Celtics,New Orleans Pelicans
577,577,21900577,1610612745,1610612750,18055.0,139,109,24,18,1628172,1198,1199,Houston Rockets,Minnesota Timberwolves
578,578,21900579,1610612765,1610612741,15951.0,99,108,20,21,1627962,202037,2148,Detroit Pistons,Chicago Bulls
579,579,21900583,1610612757,1610612749,19843.0,101,122,20,16,2003,1627541,201638,Portland Trail Blazers,Milwaukee Bucks
580,580,21900581,1610612742,1610612755,20244.0,109,91,20,20,202049,1148,1204,Dallas Mavericks,Philadelphia 76ers
581,581,21900582,1610612743,1610612739,19533.0,103,111,13,19,2002,2534,1627963,Denver Nuggets,Cleveland Cavaliers
582,582,21900580,1610612760,1610612747,18203.0,110,125,13,17,2882,1627534,204059,Oklahoma City Thunder,Los Angeles Lakers
583,583,21900584,1610612752,1610612748,18861.0,124,121,23,24,2005,202053,2004,New York Knicks,Miami Heat
584,584,21900590,1610612756,1610612766,14751.0,100,92,19,19,203592,200832,1146,Phoenix Suns,Charlotte Hornets
585,585,21900586,1610612751,1610612737,15201.0,108,86,20,23,1628481,2148,2715,Brooklyn Nets,Atlanta Hawks
586,586,21900589,1610612743,1610612746,19520.0,114,104,26,26,1628953,1174,202007,Denver Nuggets,Los Angeles Clippers
587,587,21900587,1610612761,1610612759,19800.0,104,105,23,11,1627964,101283,204058,Toronto Raptors,San Antonio Spurs
588,588,21900585,1610612764,1610612762,15953.0,116,127,18,18,202058,1626302,203177,Washington Wizards,Utah Jazz
589,589,21900588,1610612763,1610612744,16408.0,122,102,16,18,1830,1627524,1179,Memphis Grizzlies,Golden State Warriors
590,590,21900597,1610612747,1610612739,18997.0,128,99,25,22,201246,1146,203592,Los Angeles Lakers,Cleveland Cavaliers
591,591,21900593,1610612738,1610612741,19156.0,113,101,19,22,1204,1193,1199,Boston Celtics,Chicago Bulls
592,592,21900591,1610612765,1610612740,13780.0,110,117,25,19,201640,1627529,1626302,Detroit Pistons,New Orleans Pelicans
593,593,21900595,1610612757,1610612766,19111.0,115,112,21,20,202035,200834,1151,Portland Trail Blazers,Charlotte Hornets
594,594,21900592,1610612754,1610612755,15257.0,101,95,14,21,1627534,202053,201639,Indiana Pacers,Philadelphia 76ers
595,595,21900596,1610612758,1610612753,16299.0,112,114,21,12,2882,1627541,201638,Sacramento Kings,Orlando Magic
596,596,21900594,1610612750,1610612760,11044.0,104,117,21,16,101284,1662,1628954,Minnesota Timberwolves,Oklahoma City Thunder
597,597,21900602,1610612744,1610612742,18064.0,97,124,16,17,2882,200834,1628159,Golden State Warriors,Dallas Mavericks
598,598,21900599,1610612751,1610612762,15381.0,107,118,13,15,202026,1830,202027,Brooklyn Nets,Utah Jazz
599,599,21900603,1610612746,1610612739,19068.0,128,103,12,21,1162,1628951,202041,Los Angeles Clippers,Cleveland Cavaliers
600,600,21900601,1610612749,1610612752,17590.0,128,102,22,21,201640,1627519,2148,Milwaukee Bucks,New York Knicks
601,601,21900598,1610612737,1610612756,16060.0,123,110,25,19,1627961,1198,101283,Atlanta Hawks,Phoenix Suns
602,602,21900600,1610612763,1610612745,16181.0,121,110,19,23,1627962,2004,203591,Memphis Grizzlies,Houston Rockets
603,603,21900605,1610612755,1610612751,20416.0,117,106,23,22,1627962,204059,1199,Philadelphia 76ers,Brooklyn Nets
604,604,21900613,1610612747,1610612753,18997.0,118,119,20,15,203593,202053,202041,Los Angeles Lakers,Orlando Magic
605,605,21900607,1610612741,1610612764,19382.0,115,106,19,17,202026,2715,1627529,Chicago Bulls,Washington Wizards
606,606,21900604,1610612738,1610612765,19156.0,103,116,17,19,1188,2002,2003,Boston Celtics,Detroit Pistons
607,607,21900611,1610612745,1610612757,18055.0,107,117,22,19,202007,2714,1201,Houston Rockets,Portland Trail Blazers
608,608,21900606,1610612748,1610612759,19704.0,106,100,14,17,1174,201245,1627963,Miami Heat,San Antonio Spurs
609,609,21900612,1610612758,1610612742,17029.0,123,127,22,18,201246,1151,203592,Sacramento Kings,Dallas Mavericks
610,610,21900610,1610612743,1610612766,19520.0,100,86,18,24,1155,1662,202058,Denver Nuggets,Charlotte Hornets
611,611,21900608,1610612750,1610612754,12648.0,99,104,14,15,1626302,202901,2529,Minnesota Timberwolves,Indiana Pacers
612,612,21900609,1610612760,1610612761,18203.0,121,130,17,23,200833,1626300,202049,Oklahoma City Thunder,Toronto Raptors
613,613,21900617,1610612744,1610612743,18064.0,131,134,20,23,201246,203593,1162,Golden State Warriors,Denver Nuggets
614,614,21900614,1610612752,1610612756,18215.0,98,121,21,22,202027,1204,2530,New York Knicks,Phoenix Suns
615,615,21900618,1610612746,1610612753,19068.0,122,95,17,21,200834,1179,1628159,Los Angeles Clippers,Orlando Magic
616,616,21900615,1610612749,1610612738,17873.0,128,123,22,25,2534,203591,202037,Milwaukee Bucks,Boston Celtics
617,617,21900616,1610612740,1610612762,16717.0,138,132,27,29,2148,2005,201245,New Orleans Pelicans,Utah Jazz
618,618,21900620,1610612755,1610612741,20919.0,100,89,12,14,2002,101284,1626300,Philadelphia 76ers,Chicago Bulls
619,619,21900624,1610612759,1610612737,18354.0,120,121,27,18,202058,1201,1148,San Antonio Spurs,Atlanta Hawks
620,620,21900619,1610612754,1610612750,16248.0,116,114,20,19,204059,2004,1627964,Indiana Pacers,Minnesota Timberwolves
621,621,21900625,1610612742,1610612757,20283.0,120,112,17,22,1193,200833,1146,Dallas Mavericks,Portland Trail Blazers
622,622,21900621,1610612761,1610612764,19800.0,140,111,24,16,1830,200832,1627534,Toronto Raptors,Washington Wizards
623,623,21900623,1610612760,1610612748,18203.0,108,115,20,23,1627524,1151,1198,Oklahoma City Thunder,Miami Heat
624,624,21900622,1610612763,1610612739,17102.0,113,109,19,19,1628172,202037,1174,Memphis Grizzlies,Cleveland Cavaliers
625,625,21900634,1610612744,1610612753,18064.0,109,95,13,12,1188,202026,2148,Golden State Warriors,Orlando Magic
626,626,21900631,1610612741,1610612739,19939.0,118,116,24,18,1628953,200834,202049,Chicago Bulls,Cleveland Cavaliers
627,627,21900630,1610612752,1610612755,17812.0,87,90,18,19,201245,2003,1627961,New York Knicks,Philadelphia 76ers
628,628,21900627,1610612751,1610612749,17732.0,97,117,19,16,201639,204058,1204,Brooklyn Nets,Milwaukee Bucks
629,629,21900628,1610612738,1610612756,19156.0,119,123,24,16,1627529,101284,1626302,Boston Celtics,Phoenix Suns
630,630,21900633,1610612745,1610612747,18502.0,115,124,26,27,2534,2005,2529,Houston Rockets,Los Angeles Lakers
631,631,21900636,1610612762,1610612758,18306.0,123,101,14,23,1155,1162,101283,Utah Jazz,Sacramento Kings
632,632,21900629,1610612737,1610612765,17056.0,103,136,20,18,203177,202027,204059,Atlanta Hawks,Detroit Pistons
633,633,21900632,1610612750,1610612761,16520.0,112,122,18,23,2530,203591,203593,Minnesota Timberwolves,Toronto Raptors
634,634,21900635,1610612760,1610612757,18203.0,119,106,20,28,2715,1627541,1662,Oklahoma City Thunder,Portland Trail Blazers
635,635,21900626,1610612740,1610612746,17959.0,130,133,26,29,203592,1199,201638,New Orleans Pelicans,Los Angeles Clippers
636,636,21900637,1610612759,1610612748,18422.0,107,102,18,19,202037,1830,202056,San Antonio Spurs,Miami Heat
637,637,21900638,1610612743,1610612754,19520.0,107,115,19,25,202053,2714,1627524,Denver Nuggets,Indiana Pacers
638,638,21900650,1610612756,1610612759,14847.0,118,120,19,23,202053,2714,1627962,Phoenix Suns,San Antonio Spurs
639,639,21900641,1610612751,1610612755,16801.0,111,117,23,24,1626302,1148,202901,Brooklyn Nets,Philadelphia 76ers
640,640,21900648,1610612738,1610612747,19156.0,139,107,26,23,204059,1146,204058,Boston Celtics,Los Angeles Lakers
641,641,21900645,1610612745,1610612760,18055.0,107,112,23,18,202041,1627963,201246,Houston Rockets,Oklahoma City Thunder
642,642,21900643,1610612739,1610612752,17133.0,86,106,14,17,2534,200832,1628954,Cleveland Cavaliers,New York Knicks
643,643,21900644,1610612748,1610612758,19600.0,118,113,20,21,2005,202035,2882,Miami Heat,Sacramento Kings
644,644,21900652,1610612757,1610612744,19493.0,129,124,19,25,1155,201640,101283,Portland Trail Blazers,Golden State Warriors
645,645,21900647,1610612749,1610612741,17747.0,111,98,15,21,1198,203177,202058,Milwaukee Bucks,Chicago Bulls
646,646,21900651,1610612762,1610612754,18306.0,118,88,11,14,1179,1188,202026,Utah Jazz,Indiana Pacers
647,647,21900640,1610612737,1610612761,17300.0,117,122,34,25,1193,2529,1627541,Atlanta Hawks,Toronto Raptors
648,648,21900649,1610612750,1610612743,12172.0,100,107,11,18,200833,1199,1628159,Minnesota Timberwolves,Denver Nuggets
649,649,21900642,1610612766,1610612753,16133.0,83,106,18,15,1628951,201245,2004,Charlotte Hornets,Orlando Magic
650,650,21900639,1610612764,1610612765,17305.0,106,100,23,18,202049,203592,203593,Washington Wizards,Detroit Pistons
651,651,21900646,1610612763,1610612740,17794.0,116,126,19,18,1627961,2003,1662,Memphis Grizzlies,New Orleans Pelicans
652,652,21900653,1610612742,1610612746,19783.0,107,110,28,21,202056,1151,202058,Dallas Mavericks,Los Angeles Clippers
653,653,21900665,1610612744,1610612762,18064.0,96,129,23,19,1627962,202053,2714,Golden State Warriors,Utah Jazz
654,654,21900661,1610612741,1610612750,18875.0,117,110,22,25,1626301,202041,203592,Chicago Bulls,Minnesota Timberwolves
655,655,21900659,1610612752,1610612747,19812.0,92,100,23,14,202007,1628159,1174,New York Knicks,Los Angeles Lakers
656,656,21900664,1610612756,1610612754,14691.0,87,112,20,20,1155,201640,101283,Phoenix Suns,Indiana Pacers
657,657,21900657,1610612738,1610612763,19156.0,119,95,14,16,2715,203593,200832,Boston Celtics,Memphis Grizzlies
658,658,21900655,1610612753,1610612760,18846.0,114,120,25,17,204058,1199,202035,Orlando Magic,Oklahoma City Thunder
659,659,21900662,1610612745,1610612743,18055.0,121,105,16,21,202026,1628953,201639,Houston Rockets,Denver Nuggets
660,660,21900658,1610612748,1610612764,19600.0,134,129,18,29,203591,1628954,2529,Miami Heat,Washington Wizards
661,661,21900654,1610612765,1610612758,13972.0,127,106,19,28,1193,1627541,2003,Detroit Pistons,Sacramento Kings
662,662,21900656,1610612737,1610612746,14338.0,102,95,31,20,1830,201245,1627524,Atlanta Hawks,Los Angeles Clippers
663,663,21900660,1610612761,1610612755,19800.0,107,95,19,23,2534,1201,200834,Toronto Raptors,Philadelphia 76ers
664,664,21900663,1610612740,1610612759,18365.0,117,121,21,23,202901,2004,1179,New Orleans Pelicans,San Antonio Spurs
665,665,21900667,1610612751,1610612747,17732.0,113,128,17,15,201246,1627961,2882,Brooklyn Nets,Los Angeles Lakers
666,666,21900666,1610612739,1610612764,16689.0,112,124,21,18,1151,1628159,1198,Cleveland Cavaliers,Washington Wizards
667,667,21900668,1610612757,1610612742,19574.0,125,133,20,17,101284,1626300,202027,Portland Trail Blazers,Dallas Mavericks
668,668,21900679,1610612744,1610612754,18064.0,118,129,16,20,101284,1662,1626300,Golden State Warriors,Indiana Pacers
669,669,21900678,1610612759,1610612756,18354.0,99,103,22,27,1626302,1199,1628953,San Antonio Spurs,Phoenix Suns
670,670,21900674,1610612741,1610612758,17661.0,81,98,21,20,201639,204059,1201,Chicago Bulls,Sacramento Kings
671,671,21900672,1610612752,1610612761,18883.0,112,118,21,20,202037,1146,1628951,New York Knicks,Toronto Raptors
672,672,21900671,1610612753,1610612738,18846.0,98,109,14,20,201638,1626301,1179,Orlando Magic,Boston Celtics
673,673,21900673,1610612748,1610612746,19632.0,117,122,19,21,1193,1627964,2003,Miami Heat,Los Angeles Clippers
674,674,21900670,1610612765,1610612763,14583.0,112,125,23,23,201246,202035,2529,Detroit Pistons,Memphis Grizzlies
675,675,21900669,1610612766,1610612749,15758.0,103,116,22,22,202049,2530,1627963,Charlotte Hornets,Milwaukee Bucks
676,676,21900675,1610612750,1610612745,16101.0,124,131,26,18,200832,1174,2005,Minnesota Timberwolves,Houston Rockets
677,677,21900677,1610612760,1610612737,18203.0,140,111,20,27,1148,203591,1627962,Oklahoma City Thunder,Atlanta Hawks
678,678,21900676,1610612740,1610612743,16398.0,106,113,17,19,2715,101283,202056,New Orleans Pelicans,Denver Nuggets
679,679,21900684,1610612755,1610612747,21109.0,108,91,18,18,202026,203592,1830,Philadelphia 76ers,Los Angeles Lakers
680,680,21900682,1610612739,1610612741,19432.0,106,118,20,16,1627961,200832,2004,Cleveland Cavaliers,Chicago Bulls
681,681,21900681,1610612765,1610612751,15890.0,111,121,25,17,1151,201245,1628172,Detroit Pistons,Brooklyn Nets
682,682,21900680,1610612762,1610612742,18306.0,112,107,21,24,201640,1204,202007,Utah Jazz,Dallas Mavericks
683,683,21900683,1610612750,1610612760,16236.0,104,113,21,14,1155,1198,201639,Minnesota Timberwolves,Oklahoma City Thunder
684,684,21900686,1610612759,1610612761,18354.0,106,110,15,22,2003,201246,203177,San Antonio Spurs,Toronto Raptors
685,685,21900688,1610612752,1610612751,17831.0,110,97,23,14,2529,1628954,202053,New York Knicks,Brooklyn Nets
686,686,21900689,1610612753,1610612746,15427.0,97,112,23,26,1188,1626302,2534,Orlando Magic,Los Angeles Clippers
687,687,21900692,1610612757,1610612754,19663.0,139,129,21,19,202007,1148,1628159,Portland Trail Blazers,Indiana Pacers
688,688,21900687,1610612737,1610612764,15567.0,152,133,35,26,1179,202035,204058,Atlanta Hawks,Washington Wizards
689,689,21900685,1610612743,1610612745,19520.0,117,110,23,21,202027,1626300,101284,Denver Nuggets,Houston Rockets
690,690,21900690,1610612763,1610612756,17214.0,114,109,27,27,1201,202041,201638,Memphis Grizzlies,Phoenix Suns
691,691,21900691,1610612740,1610612738,16737.0,123,108,21,29,2714,203591,1193,New Orleans Pelicans,Boston Celtics
692,692,21900695,1610612741,1610612759,16071.0,110,109,23,12,1830,202037,1628951,Chicago Bulls,San Antonio Spurs
693,693,21900694,1610612748,1610612753,19600.0,113,92,18,13,1155,204059,101283,Miami Heat,Orlando Magic
694,694,21900693,1610612765,1610612739,12597.0,100,115,20,21,201639,202041,202901,Detroit Pistons,Cleveland Cavaliers
695,695,21900698,1610612762,1610612745,18306.0,117,126,33,25,1199,1628159,1198,Utah Jazz,Houston Rockets
696,696,21900696,1610612750,1610612758,13449.0,129,133,27,27,1162,1628172,201245,Minnesota Timberwolves,Sacramento Kings
697,697,21900697,1610612760,1610612742,18203.0,97,107,11,16,1146,202026,1627961,Oklahoma City Thunder,Dallas Mavericks
698,698,21900702,1610612755,1610612744,20854.0,115,104,18,24,1162,200834,1204,Philadelphia 76ers,Golden State Warriors
699,699,21900700,1610612739,1610612740,19432.0,111,125,20,16,203592,1179,1188,Cleveland Cavaliers,New Orleans Pelicans
700,700,21900701,1610612748,1610612738,19704.0,101,109,21,22,202058,2534,203177,Miami Heat,Boston Celtics
701,701,21900705,1610612749,1610612764,17681.0,151,131,26,27,201245,202056,2715,Milwaukee Bucks,Washington Wizards
702,702,21900706,1610612742,1610612756,20216.0,104,133,18,25,204059,2005,2714,Dallas Mavericks,Phoenix Suns
703,703,21900699,1610612766,1610612752,14342.0,97,92,14,26,204058,2882,203593,Charlotte Hornets,New York Knicks
704,704,21900703,1610612761,1610612737,19800.0,130,114,26,23,202901,1193,1174,Toronto Raptors,Atlanta Hawks
705,705,21900704,1610612763,1610612743,14365.0,104,96,18,16,202026,1151,1627964,Memphis Grizzlies,Denver Nuggets
706,706,21900711,1610612759,1610612762,17887.0,127,120,27,22,1627541,1146,202027,San Antonio Spurs,Utah Jazz
707,707,21900710,1610612752,1610612763,18768.0,106,127,22,22,1628953,201639,1626300,New York Knicks,Memphis Grizzlies
708,708,21900709,1610612751,1610612765,14275.0,125,115,19,20,2530,1627962,201638,Brooklyn Nets,Detroit Pistons
709,709,21900712,1610612757,1610612745,19393.0,125,112,20,23,2148,1830,1201,Portland Trail Blazers,Houston Rockets
710,710,21900708,1610612754,1610612741,17923.0,115,106,14,17,203591,201640,1628172,Indiana Pacers,Chicago Bulls
711,711,21900713,1610612758,1610612760,16935.0,100,120,22,17,1628159,2002,1199,Sacramento Kings,Oklahoma City Thunder
712,712,21900717,1610612738,1610612744,19156.0,119,104,24,19,1174,1627961,201245,Boston Celtics,Golden State Warriors
713,713,21900719,1610612746,1610612758,19068.0,103,124,20,21,2005,202037,1151,Los Angeles Clippers,Sacramento Kings
714,714,21900714,1610612739,1610612761,17695.0,109,115,21,20,1204,200834,101284,Cleveland Cavaliers,Toronto Raptors
715,715,21900716,1610612737,1610612755,15227.0,127,117,29,21,2003,203593,201638,Atlanta Hawks,Philadelphia 76ers
716,716,21900718,1610612743,1610612762,19520.0,106,100,16,17,2715,1626301,204059,Denver Nuggets,Utah Jazz
717,717,21900715,1610612764,1610612766,15013.0,121,107,22,24,202053,1627964,2534,Washington Wizards,Charlotte Hornets
718,718,21900726,1610612747,1610612757,18997.0,119,127,21,22,2002,2005,1199,Los Angeles Lakers,Portland Trail Blazers
719,719,21900725,1610612756,1610612760,17260.0,107,111,25,24,1830,202037,202056,Phoenix Suns,Oklahoma City Thunder
720,720,21900721,1610612751,1610612741,17732.0,133,118,21,21,1198,1627963,1146,Brooklyn Nets,Chicago Bulls
721,721,21900722,1610612745,1610612742,18055.0,128,121,20,18,203592,202058,2530,Houston Rockets,Dallas Mavericks
722,722,21900720,1610612765,1610612761,17356.0,92,105,12,27,1162,203591,1627964,Detroit Pistons,Toronto Raptors
723,723,21900724,1610612749,1610612743,18141.0,115,127,14,19,1628954,2714,202053,Milwaukee Bucks,Denver Nuggets
724,724,21900723,1610612740,1610612763,18362.0,139,111,22,21,2882,202027,203177,New Orleans Pelicans,Memphis Grizzlies
725,725,21900734,1610612759,1610612766,18615.0,114,90,14,18,202026,1627524,2530,San Antonio Spurs,Charlotte Hornets
726,726,21900732,1610612738,1610612755,19156.0,116,95,20,27,1626300,202041,201639,Boston Celtics,Philadelphia 76ers
727,727,21900727,1610612746,1610612750,19068.0,118,106,30,20,1628159,2715,204059,Los Angeles Clippers,Minnesota Timberwolves
728,728,21900729,1610612753,1610612748,18846.0,89,102,19,16,202007,1627541,2529,Orlando Magic,Miami Heat
729,729,21900730,1610612739,1610612744,18410.0,112,131,15,16,2003,1628172,204058,Cleveland Cavaliers,Golden State Warriors
730,730,21900735,1610612757,1610612762,19603.0,124,107,19,17,1179,201246,1628951,Portland Trail Blazers,Utah Jazz
731,731,21900728,1610612754,1610612752,17923.0,85,92,20,20,1162,1193,1204,Indiana Pacers,New York Knicks
732,732,21900733,1610612742,1610612737,20328.0,123,100,14,15,101284,1626302,1201,Dallas Mavericks,Atlanta Hawks
733,733,21900736,1610612758,1610612747,17583.0,113,129,24,22,202056,1830,202049,Sacramento Kings,Los Angeles Lakers
734,734,21900731,1610612764,1610612751,18196.0,113,107,20,22,1174,202901,200832,Washington Wizards,Brooklyn Nets
735,735,21900738,1610612745,1610612740,18055.0,117,109,18,16,2002,1148,1155,Houston Rockets,New Orleans Pelicans
736,736,21900737,1610612765,1610612743,15488.0,128,123,22,19,101283,202027,1627961,Detroit Pistons,Denver Nuggets
737,737,21900739,1610612749,1610612756,17754.0,129,108,25,24,200834,1626301,2882,Milwaukee Bucks,Phoenix Suns
738,738,21900740,1610612761,1610612741,19800.0,129,102,18,21,2148,203593,201638,Toronto Raptors,Chicago Bulls
739,739,21900746,1610612751,1610612756,14891.0,119,97,26,21,201640,1201,202026,Brooklyn Nets,Phoenix Suns
740,740,21900750,1610612746,1610612759,19068.0,108,105,18,20,2534,1628951,202049,Los Angeles Clippers,San Antonio Spurs
741,741,21900742,1610612739,1610612752,16303.0,134,139,18,18,200833,2529,1627963,Cleveland Cavaliers,New York Knicks
742,742,21900747,1610612748,1610612755,19725.0,137,106,18,21,1188,2714,204058,Miami Heat,Philadelphia 76ers
743,743,21900743,1610612754,1610612742,15086.0,103,112,18,15,1628953,200832,2003,Indiana Pacers,Dallas Mavericks
744,744,21900745,1610612737,1610612738,16231.0,115,123,19,22,1155,101283,202007,Atlanta Hawks,Boston Celtics
745,745,21900749,1610612758,1610612750,15819.0,113,109,20,25,202035,1179,201246,Sacramento Kings,Minnesota Timberwolves
746,746,21900744,1610612764,1610612744,17120.0,117,125,24,25,2530,1626300,1627524,Washington Wizards,Golden State Warriors
747,747,21900741,1610612766,1610612753,12337.0,100,112,16,12,2148,1174,202901,Charlotte Hornets,Orlando Magic
748,748,21900748,1610612763,1610612765,14597.0,96,82,18,13,1626302,1626301,202058,Memphis Grizzlies,Detroit Pistons
749,749,21900754,1610612747,1610612759,18997.0,129,102,15,16,201639,1627962,201246,Los Angeles Lakers,San Antonio Spurs
750,750,21900752,1610612745,1610612766,18055.0,125,110,19,18,202027,202056,1151,Houston Rockets,Charlotte Hornets
751,751,21900753,1610612743,1610612757,19520.0,127,99,22,22,200834,1162,202037,Denver Nuggets,Portland Trail Blazers
752,752,21900751,1610612740,1610612749,15424.0,108,120,17,19,1199,201245,202041,New Orleans Pelicans,Milwaukee Bucks
753,753,21900757,1610612751,1610612744,14352.0,129,88,15,14,200833,2714,202058,Brooklyn Nets,Golden State Warriors
754,754,21900756,1610612738,1610612753,19156.0,116,100,19,13,1201,1626302,1830,Boston Celtics,Orlando Magic
755,755,21900763,1610612746,1610612748,19068.0,128,111,21,16,1662,1627962,201639,Los Angeles Clippers,Miami Heat
756,756,21900755,1610612765,1610612756,13707.0,116,108,15,21,1627524,1148,1198,Detroit Pistons,Phoenix Suns
